date,ASML,AVGO,EQIX,GOOGL,ISRG,JPM,LIN,LLY,MSFT,NVO,PLD,RELX,ROP,SPGI,SPY,TDG,TSM,UNH
2021-02-04,0.0230795477,0.0116939465,-0.0105708422,-0.0025499030,0.0156292461,0.0230130760,-0.0037980735,0.0236596373,-0.0040741040,-0.0107718340,0.0034893410,0.0027537077,0.0051283342,0.0129529608,0.0113656294,0.0178372804,0.0050979676,-0.0253633650
2021-02-05,-0.0047350223,-0.0098165515,0.0098803771,0.0171404757,0.0068687224,-0.0019527194,0.0328677810,0.0007438704,0.0007850873,-0.0032112064,0.0027250308,-0.0117692316,0.0029723113,-0.0134874574,0.0039358552,-0.0081967110,-0.0028872371,-0.0146057441
2021-02-08,0.0202421290,0.0143560242,-0.0091209542,-0.0020634680,0.0101541563,0.0156543393,-0.0001165162,0.0198247319,0.0011146815,-0.0071427085,0.0035616179,0.0027788505,0.0054573111,0.0043823997,0.0072217599,-0.0079835165,0.0373298307,-0.0005240739
2021-02-09,0.0026593379,0.0040829924,0.0040941811,-0.0043799132,0.0121559832,-0.0039959941,-0.0066837615,-0.0197307109,0.0053616678,0.0053601622,0.0031751186,-0.0118763933,-0.0084241676,0.0213556970,-0.0006656903,-0.0058817304,0.0009809742,0.0163101569
2021-02-10,0.0024580768,-0.0096495725,0.0007061226,0.0053434514,0.0112144614,0.0005733961,-0.0113448568,0.0132863503,-0.0038972260,-0.0012627595,0.0009309075,-0.0088140685,-0.0046565133,0.0018352998,-0.0004357170,-0.0283587876,0.0076122816,0.0114372911
2021-02-11,0.0434300073,0.0177426307,-0.0443406784,0.0010879772,0.0136279508,-0.0027926989,0.0015431003,-0.0047165049,0.0068775654,0.0386348101,0.0022321660,0.0226352488,-0.0045788830,0.0191890353,0.0016151331,-0.0081073171,0.0409157362,-0.0009898755
2021-02-12,0.0109550626,0.0165763347,-0.0109937126,0.0030067130,0.0112413777,0.0142171246,-0.0016989301,0.0232502217,0.0020450212,0.0255646398,-0.0008352800,0.0217392617,-0.0099748453,0.0001768536,0.0049396957,0.0025564836,-0.0079050866,-0.0145016041
2021-02-16,0.0086121185,0.0057780377,-0.0305994824,0.0074795257,-0.0196332745,0.0240706400,-0.0100520622,-0.0073810082,-0.0052655720,-0.0100238305,-0.0101234395,0.0019341793,-0.0308569235,-0.0032996473,-0.0008662131,-0.0068345115,0.0144142744,-0.0110284954
2021-02-17,-0.0257983688,-0.0135955278,0.0092137198,0.0037524528,-0.0150136309,0.0031107766,-0.0034381382,0.0034019780,0.0043597086,0.0067944795,-0.0070367913,-0.0111969327,0.0086502456,0.0017736046,0.0002297141,-0.0038074676,-0.0269903670,0.0069001790
2021-02-18,-0.0086797490,0.0016166494,-0.0127731315,-0.0060465011,-0.0160628074,0.0033772511,0.0026073904,-0.0258645854,-0.0016789246,-0.0063518091,-0.0004728229,-0.0089809741,0.0217760726,-0.0013868560,-0.0042560458,0.0108174150,-0.0120348942,0.0047424729
2021-02-19,0.0204644335,0.0138640731,-0.0077891267,-0.0080728349,-0.0226440720,0.0166904168,0.0038011788,-0.0009944185,-0.0115674361,-0.0134503379,-0.0045376003,-0.0228525171,-0.0167864959,0.0023045641,-0.0017659419,0.0415584159,0.0150783958,-0.0116625534
2021-02-22,-0.0267495703,-0.0277572908,-0.0189349327,-0.0165406055,-0.0116643540,0.0093908292,0.0007573961,-0.0011945220,-0.0268083416,-0.0179534646,-0.0055076815,-0.0161289945,-0.0128308449,-0.0175393292,-0.0076916715,-0.0172689273,-0.0226108446,0.0094277003
2021-02-23,-0.0042007029,-0.0093626197,-0.0085033294,0.0028525123,0.0044645233,0.0080313959,0.0301509288,0.0089693889,-0.0052875032,-0.0147079529,-0.0016235055,0.0049180299,0.0102102959,-0.0220738346,0.0012144374,0.0240114325,-0.0334657473,0.0057076028
2021-02-24,0.0328781412,0.0190294494,-0.0300839112,0.0114993972,0.0187992848,0.0175953398,-0.0155816022,0.0100751318,0.0054870852,0.0071148059,-0.0125301301,-0.0061174516,-0.0232568568,0.0203275084,0.0110188731,0.0080261232,0.0247869857,0.0081938479
2021-02-25,-0.0592259057,-0.0493263272,-0.0009857188,-0.0325652953,-0.0223010083,-0.0135717873,-0.0298888719,-0.0034226831,-0.0237047765,0.0020778770,-0.0179192832,-0.0118998993,0.0007656564,-0.0037374571,-0.0240955518,-0.0533531379,-0.0476190416,-0.0100538352
2021-02-26,0.0130767756,0.0278019654,0.0156176009,0.0029564778,-0.0067269580,-0.0265248161,-0.0110525789,0.0052499157,0.0148040138,-0.0150677118,-0.0228818851,-0.0245016770,-0.0039303156,-0.0036001225,-0.0051523997,0.0000345750,-0.0004761005,0.0101865813
2021-03-01,0.0290251893,0.0419480156,-0.0001232648,0.0236163434,0.0304153137,0.0226270266,0.0295574581,0.0077111830,0.0196228914,0.0221755226,0.0036337421,0.0153257537,0.0193318089,0.0248055135,0.0242400492,0.0350287870,0.0253293793,0.0073141966
2021-03-02,-0.0349755652,-0.0185263381,-0.0126646745,-0.0025028731,-0.0121310595,-0.0032557843,0.0100203061,-0.0112848523,-0.0129566766,-0.0020595580,-0.0034195855,0.0020963746,-0.0099504915,-0.0135985965,-0.0078034674,-0.0002011608,-0.0242390909,-0.0000298117
2021-03-03,-0.0346982649,-0.0363154001,-0.0448558554,-0.0257062629,-0.0304666748,0.0193319532,-0.0254320190,-0.0104829789,-0.0269807883,-0.0167860460,-0.0300736843,0.0004181097,-0.0013120346,-0.0192526462,-0.0132453999,-0.0111269201,-0.0246826734,-0.0052894870
2021-03-04,-0.0608904275,-0.0420464424,-0.0127099772,0.0111961821,-0.0247266670,-0.0153682459,-0.0043410304,-0.0072275194,-0.0036474367,-0.0313462303,-0.0048900352,-0.0096190735,-0.0228590625,0.0030930904,-0.0123748212,-0.0302315639,-0.0594025581,0.0028239991
2021-03-05,0.0323995291,0.0147658758,0.0115808858,0.0310433221,0.0059223905,0.0023244677,0.0090455782,0.0318140751,0.0214793994,0.0056342203,0.0180884182,0.0059119163,0.0135792853,0.0213104310,0.0183964651,0.0430914174,0.0450730532,0.0398133791
2021-03-08,-0.0471498862,-0.0641799329,-0.0256154452,-0.0427119632,-0.0399091236,0.0132528417,0.0243902021,0.0005314909,-0.0181779861,-0.0112051219,-0.0145834872,-0.0146933790,0.0223906720,0.0245126762,-0.0049785637,0.0156970831,-0.0568707897,0.0088444780
2021-03-09,0.0743343622,0.0530564476,0.0467120361,0.0163684627,0.0261351707,-0.0070629329,0.0341375728,-0.0044437591,0.0281015581,0.0274588062,0.0247005284,0.0225821301,0.0111318929,-0.0017506554,0.0142776171,-0.0277421078,0.0215043594,0.0051689561
2021-03-10,-0.0300082374,-0.0135483220,0.0256782899,-0.0020435691,0.0242031799,0.0217349112,0.0125789708,-0.0032021793,-0.0058175906,0.0142818380,-0.0061025846,0.0008333627,-0.0092642767,0.0065180318,0.0062243434,0.0167775927,-0.0219107727,-0.0067617681
2021-03-11,0.0402616381,0.0367925113,0.0248787518,0.0316031241,0.0169350495,-0.0052210563,0.0065128737,-0.0011682619,0.0202651412,0.0019514681,0.0188291996,0.0116569150,0.0035745807,0.0022942670,0.0101393663,-0.0034703438,0.0592986267,0.0100115617
2021-03-12,-0.0124360016,-0.0055547412,0.0204857630,-0.0240606343,0.0027185659,0.0118580679,0.0042261723,0.0139857457,-0.0058196120,-0.0119658860,0.0173764885,0.0008229857,-0.0027616708,0.0013618052,0.0013465702,0.0378377355,-0.0189084870,0.0118514533
2021-03-15,0.0177820762,0.0434429214,0.0023203707,0.0021659693,0.0014578163,-0.0049953379,0.0018622489,-0.0909264991,-0.0039872204,0.0152090784,0.0147104191,-0.0004111545,0.0116208477,0.0170132548,0.0059636106,-0.0039202483,0.0065935670,-0.0060108313
2021-03-16,0.0040022984,0.0157401893,0.0026589417,0.0143348492,-0.0114684414,-0.0119710729,0.0066540715,0.0091983077,0.0123503838,0.0077681480,0.0141076594,0.0028794423,-0.0073680770,-0.0081937707,-0.0012612855,-0.0172964876,0.0022673037,0.0020347364
2021-03-17,0.0185478880,0.0113136262,-0.0221652564,-0.0008014746,-0.0027387198,0.0102921636,-0.0045790635,-0.0218436384,-0.0028186703,-0.0119751994,-0.0204356159,0.0151764244,0.0143563540,0.0045324626,0.0034098212,0.0060481479,-0.0011944561,-0.0068245645
2021-03-18,-0.0364209442,-0.0401993064,-0.0146546612,-0.0292380541,-0.0349414359,0.0165065055,-0.0061210405,-0.0149951494,-0.0266621237,-0.0121204029,0.0063073065,-0.0016161317,0.0196162930,-0.0049401579,-0.0145495832,-0.0210336481,-0.0358704642,0.0280250857
2021-03-19,0.0152638400,0.0302030132,0.0096313513,0.0027804620,0.0116827527,-0.0159214113,0.0045537678,0.0019574687,-0.0016035773,-0.0078973550,-0.0169425354,0.0020232388,-0.0156252687,-0.0031281153,-0.0018503543,0.0065426548,-0.0075984160,0.0097500626
